design,independent_units,raw_rows,rollouts,random_controls,transfer_fraction,within_family_rho,se_multiplier,effective_units,replicates,true_c,true_delta_c,expected_c_ci_width,expected_delta_c_ci_width,power_c_lower_gt_zero,power_delta_c_lower_gt_zero,probability_c_above_every_random,split_half_sign_consistency,joint_frozen_rule_probability,joint_probability_monte_carlo_se
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,1.0,0.0,0.6627863262664025,318.69918699186996,100000,0.05435463659147877,0.03871005639097745,0.03426761362128131,0.02851019850002516,1.0,0.9996,0.98449,1.0,0.98424,0.00039384797066888637
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.0,0.25,0.7612255156747478,241.60246533127886,100000,0.015644580200501315,0.0,0.039357151492165864,0.032744626277108536,0.34416,0.02477,0.08663,0.2206,0.00272,0.0001646997753489664
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.5,0.25,0.7612255156747478,241.60246533127886,100000,0.03499960839599004,0.019355028195488726,0.039357151492165864,0.032744626277108536,0.93667,0.63821,0.59442,0.97677,0.45175,0.001573759630629786
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.75,0.25,0.7612255156747478,241.60246533127886,100000,0.0446771224937344,0.02903254229323309,0.039357151492165864,0.032744626277108536,0.99361,0.93629,0.84726,0.9992,0.81487,0.0012282381002883765
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,1.0,0.25,0.7612255156747478,241.60246533127886,100000,0.05435463659147877,0.03871005639097745,0.039357151492165864,0.032744626277108536,0.99973,0.99613,0.96216,0.99999,0.95975,0.0006215298665390104
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.0,0.5,0.8483176628733231,194.54094292803973,100000,0.015644580200501315,0.0,0.043860020563802324,0.036490953420596946,0.2906,0.02588,0.09245,0.20881,0.00252,0.00015854493369389007
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.5,0.5,0.8483176628733231,194.54094292803973,100000,0.03499960839599004,0.019355028195488726,0.043860020563802324,0.036490953420596946,0.87675,0.54675,0.54616,0.95756,0.37131,0.00152787068791832
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.75,0.5,0.8483176628733231,194.54094292803973,100000,0.0446771224937344,0.02903254229323309,0.043860020563802324,0.036490953420596946,0.97869,0.87675,0.7917,0.99784,0.73131,0.0014017691817842194
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,1.0,0.5,0.8483176628733231,194.54094292803973,100000,0.05435463659147877,0.03871005639097745,0.043860020563802324,0.036490953420596946,0.99797,0.98569,0.93492,0.99996,0.92663,0.0008245413458402195
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.0,0.75,0.9272655652893774,162.82450674974038,100000,0.015644580200501315,0.0,0.047941813004276676,0.039886950410639894,0.24589,0.0243,0.09282,0.20101,0.00225,0.00014983115497118748
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.5,0.75,0.9272655652893774,162.82450674974038,100000,0.03499960839599004,0.019355028195488726,0.047941813004276676,0.039886950410639894,0.81718,0.48068,0.50591,0.93641,0.31313,0.0014665592490588303
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.75,0.75,0.9272655652893774,162.82450674974038,100000,0.0446771224937344,0.02903254229323309,0.047941813004276676,0.039886950410639894,0.95495,0.8145,0.74772,0.99449,0.65887,0.0014992008641272858
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,1.0,0.75,0.9272655652893774,162.82450674974038,100000,0.05435463659147877,0.03871005639097745,0.047941813004276676,0.039886950410639894,0.99366,0.96707,0.90473,0.99976,0.88604,0.0010048538122533048
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.0,1.0,1.0,140.0,100000,0.015644580200501315,0.0,0.05170235453455579,0.04301567091860262,0.22064,0.02446,0.0962,0.19388,0.00201,0.00014163191377652144
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.5,1.0,1.0,140.0,100000,0.03499960839599004,0.019355028195488726,0.05170235453455579,0.04301567091860262,0.75947,0.42301,0.47452,0.9108,0.26368,0.0013933874464771095
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,0.75,1.0,1.0,140.0,100000,0.0446771224937344,0.02903254229323309,0.05170235453455579,0.04301567091860262,0.92303,0.75402,0.70644,0.98995,0.59128,0.0015545673404519986
B_EQUAL_FAMILY_ALL_ROWS,140,331,4,8,1.0,1.0,1.0,140.0,100000,0.05435463659147877,0.03871005639097745,0.05170235453455579,0.04301567091860262,0.98499,0.94161,0.87488,0.99943,0.84213,0.0011530267260562522
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.0,0.0,1.0,150.0,100000,0.015644580200501315,0.0,0.04994921988168692,0.04155708621810502,0.23315,0.02458,0.09712,0.19561,0.0021,0.00014476152803835694
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.5,0.0,1.0,150.0,100000,0.03499960839599004,0.019355028195488726,0.04994921988168692,0.04155708621810502,0.78443,0.44475,0.4876,0.92409,0.28197,0.0014228946521088622
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.75,0.0,1.0,150.0,100000,0.0446771224937344,0.02903254229323309,0.04994921988168692,0.04155708621810502,0.93814,0.78089,0.7243,0.99228,0.6221,0.001533269676214853
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,1.0,0.0,1.0,150.0,100000,0.05435463659147877,0.03871005639097745,0.04994921988168692,0.04155708621810502,0.98896,0.95459,0.8886,0.9995,0.8631,0.0010870068537042442
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.0,0.25,1.1761519176251567,108.43373493975903,100000,0.015644580200501315,0.0,0.05874787074772667,0.04887744664633819,0.17747,0.02574,0.09889,0.17964,0.00213,0.00014578968070477416
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.5,0.25,1.1761519176251567,108.43373493975903,100000,0.03499960839599004,0.019355028195488726,0.05874787074772667,0.04887744664633819,0.64864,0.34381,0.42609,0.85755,0.19722,0.0012582697310195457
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.75,0.25,1.1761519176251567,108.43373493975903,100000,0.0446771224937344,0.02903254229323309,0.05874787074772667,0.04887744664633819,0.84571,0.64414,0.63968,0.97546,0.4811,0.0015800088290892555
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,1.0,0.25,1.1761519176251567,108.43373493975903,100000,0.05435463659147877,0.03871005639097745,0.05874787074772667,0.04887744664633819,0.95228,0.87346,0.81233,0.99729,0.74488,0.0013785274230134125
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.0,0.5,1.3291601358251257,84.90566037735849,100000,0.015644580200501315,0.0,0.06639051188230205,0.05523602236215293,0.1485,0.02482,0.10061,0.16776,0.00187,0.00013662002415458724
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.5,0.5,1.3291601358251257,84.90566037735849,100000,0.03499960839599004,0.019355028195488726,0.06639051188230205,0.05523602236215293,0.54128,0.27763,0.38365,0.79641,0.14411,0.0011105958216200886
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.75,0.5,1.3291601358251257,84.90566037735849,100000,0.0446771224937344,0.02903254229323309,0.06639051188230205,0.05523602236215293,0.75127,0.54055,0.57399,0.94998,0.3747,0.001530685826680315
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,1.0,0.5,1.3291601358251257,84.90566037735849,100000,0.05435463659147877,0.03871005639097745,0.06639051188230205,0.05523602236215293,0.89518,0.78461,0.74856,0.99135,0.63807,0.0015196600774515332
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.0,0.75,1.466287829861518,69.7674418604651,100000,0.015644580200501315,0.0,0.07323993322359451,0.06093464976611321,0.13236,0.02463,0.1031,0.15695,0.00189,0.00013734729338432558
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.5,0.75,1.466287829861518,69.7674418604651,100000,0.03499960839599004,0.019355028195488726,0.07323993322359451,0.06093464976611321,0.46546,0.24015,0.35349,0.7406,0.11161,0.000995757038137316
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.75,0.75,1.466287829861518,69.7674418604651,100000,0.0446771224937344,0.02903254229323309,0.07323993322359451,0.06093464976611321,0.66361,0.46025,0.52173,0.91693,0.29689,0.0014448056197980405
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,1.0,0.75,1.466287829861518,69.7674418604651,100000,0.05435463659147877,0.03871005639097745,0.07323993322359451,0.06093464976611321,0.82844,0.70282,0.6892,0.9812,0.5415,0.001575683185161281
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.0,1.0,1.591644851508443,59.21052631578948,100000,0.015644580200501315,0.0,0.07950141866155014,0.06614412232273932,0.11796,0.02429,0.10413,0.15087,0.00173,0.00013141564214354395
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.5,1.0,1.591644851508443,59.21052631578948,100000,0.03499960839599004,0.019355028195488726,0.07950141866155014,0.06614412232273932,0.40733,0.20996,0.33034,0.689,0.0883,0.0008972352534313395
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,0.75,1.0,1.591644851508443,59.21052631578948,100000,0.0446771224937344,0.02903254229323309,0.07950141866155014,0.06614412232273932,0.59673,0.40782,0.4887,0.88363,0.24748,0.0013646745018501664
A_ROW_WEIGHTED_CLUSTER_SENSITIVITY,150,150,4,8,1.0,1.0,1.591644851508443,59.21052631578948,100000,0.05435463659147877,0.03871005639097745,0.07950141866155014,0.06614412232273932,0.763,0.63259,0.64501,0.96799,0.46535,0.0015773375589898315
