scenario,seed_regime,discordance,gain,N,R,t_power,signflip_power,t_ci_coverage,mean_half_width,mean_estimate,degenerate_fraction,utility_trajectories_max,full_bank_trajectories,expected_generated_tokens_utility,expected_storage_bytes_utility,observed_rate_hours_utility,frozen_p50_hours_utility,frozen_p80_hours_utility,frozen_p95_hours_utility,realized_mean,realized_sd,nonzero_fraction
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,250,2,0.8644,0.8644,0.8691,0.008544419761156172,0.009966599999999999,0.006,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.01,0.07079901129253147,0.019775
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,400,2,0.985,0.985,0.8972,0.006839750273683953,0.010006625,0.0001,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.01,0.07079901129253147,0.019775
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,500,2,0.9969,0.9969,0.9284,0.00614177064387528,0.0100126,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.01,0.07079901129253147,0.019775
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,800,2,0.9999,0.9999,0.947,0.004870546831040295,0.0099796875,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.01,0.07079901129253147,0.019775
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,1000,2,1.0,1.0,0.9491,0.00436376457551167,0.010001149999999999,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.01,0.07079901129253147,0.019775
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,1200,2,1.0,1.0,0.9361,0.003993478696746684,0.010027083333333334,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.01,0.07079901129253147,0.019775
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,23,4,0.0561,0.0561,0.5957,0.016291740766926806,0.009999999999999998,0.4043,184,736,3657.2875,1226360.0958333332,0.09030772679743321,0.09353333333333333,0.10589583333333334,0.11931249999999999,0.01,0.05032705534799349,0.0389375
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,100,4,0.7401,0.7401,0.9021,0.009578151543179049,0.010030500000000001,0.0187,800,3200,15901.249999999998,5332000.416666667,0.3926422904236226,0.4066666666666667,0.46041666666666664,0.51875,0.01,0.05032705534799349,0.0389375
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,250,4,0.9957,0.9957,0.9273,0.0061778663469346596,0.0100071,0.0001,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.01,0.05032705534799349,0.0389375
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,400,4,0.9999,0.9999,0.9428,0.004891697689572108,0.0099576875,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.01,0.05032705534799349,0.0389375
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,500,4,1.0,1.0,0.9255,0.00438277002922783,0.009973349999999999,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.01,0.05032705534799349,0.0389375
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,800,4,1.0,1.0,0.9449,0.003473491796935726,0.009976125,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.01,0.05032705534799349,0.0389375
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,1000,4,1.0,1.0,0.9394,0.0031122065648867547,0.0099972,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.01,0.05032705534799349,0.0389375
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,1200,4,1.0,1.0,0.9425,0.0028390519238444896,0.009979333333333331,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.01,0.05032705534799349,0.0389375
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,23,6,0.1392,0.1392,0.7492,0.014686692961836008,0.009967391304347826,0.2485,276,1104,5485.93125,1839540.14375,0.1354615901961498,0.14029999999999998,0.15884375,0.17896874999999998,0.01,0.04056202383730103,0.05861833333333333
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,100,6,0.9272,0.9272,0.932,0.007834092188093555,0.009941,0.0026,1200,4800,23851.875,7998000.625,0.588963435635434,0.61,0.690625,0.778125,0.01,0.04056202383730103,0.05861833333333333
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,250,6,1.0,1.0,0.9219,0.005001549086046256,0.0099892,0.0,3000,12000,59629.68749999999,19995001.5625,1.4724085890885847,1.525,1.7265625,1.9453125,0.01,0.04056202383730103,0.05861833333333333
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,400,6,1.0,1.0,0.9389,0.003961148113089412,0.009979333333333331,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.01,0.04056202383730103,0.05861833333333333
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,500,6,1.0,1.0,0.9355,0.003546734731241142,0.010000299999999998,0.0,6000,24000,119259.37499999999,39990003.125,2.9448171781771695,3.05,3.453125,3.890625,0.01,0.04056202383730103,0.05861833333333333
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,800,6,1.0,1.0,0.9453,0.0028046033053015697,0.0099840625,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.01,0.04056202383730103,0.05861833333333333
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,1000,6,1.0,1.0,0.9477,0.002512583502376401,0.010001833333333333,0.0,12000,48000,238518.74999999997,79980006.25,5.889634356354339,6.1,6.90625,7.78125,0.01,0.04056202383730103,0.05861833333333333
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,1200,6,1.0,1.0,0.9483,0.0022930928651907828,0.010005444444444444,0.0,14400,57600,286222.5,95976007.5,7.067561227625207,7.32,8.2875,9.3375,0.01,0.04056202383730103,0.05861833333333333
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,23,8,0.2453,0.2453,0.8415,0.013379467544680244,0.009963043478260868,0.1572,368,1472,7314.575,2452720.1916666664,0.18061545359486642,0.18706666666666666,0.21179166666666668,0.23862499999999998,0.009999999999999998,0.03500334805415047,0.0775925
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,100,8,0.9827,0.9827,0.8966,0.006818990068312813,0.009994625,0.0004,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.009999999999999998,0.03500334805415047,0.0775925
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,250,8,1.0,1.0,0.9269,0.004325734342618243,0.00998265,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.009999999999999998,0.03500334805415047,0.0775925
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,400,8,1.0,1.0,0.947,0.0034272250392310354,0.010011906249999999,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.009999999999999998,0.03500334805415047,0.0775925
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,500,8,1.0,1.0,0.944,0.0030659696629254628,0.010013399999999999,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.009999999999999998,0.03500334805415047,0.0775925
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,800,8,1.0,1.0,0.9451,0.0024214340609605488,0.009983109375,0.0,12800,51200,254419.99999999997,85312006.66666667,6.282276646777961,6.506666666666667,7.366666666666666,8.3,0.009999999999999998,0.03500334805415047,0.0775925
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,1000,8,1.0,1.0,0.9462,0.002167955580802289,0.009988787499999999,0.0,16000,64000,318025.0,106640008.33333333,7.852845808472452,8.133333333333333,9.208333333333334,10.375,0.009999999999999998,0.03500334805415047,0.0775925
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.01,1200,8,1.0,1.0,0.9448,0.0019799231313614427,0.010003864583333334,0.0,19200,76800,381630.0,127968010.0,9.423414970166943,9.76,11.05,12.45,0.009999999999999998,0.03500334805415047,0.0775925
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,23,1,0.009,0.009,0.3785,0.03711659438875562,0.02036521739130435,0.6214,46,184,914.321875,306590.0239583333,0.022576931699358302,0.023383333333333332,0.026473958333333335,0.029828124999999997,0.02,0.13999999999999999,0.02
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,100,1,0.3267,0.3267,0.8654,0.025033259217066988,0.020066,0.1341,200,800,3975.3124999999995,1333000.1041666667,0.09816057260590565,0.10166666666666667,0.11510416666666666,0.1296875,0.02,0.13999999999999999,0.02
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,250,1,0.8783,0.8783,0.8744,0.016977561880870483,0.0199972,0.0042,500,2000,9938.28125,3332500.2604166665,0.24540143151476412,0.25416666666666665,0.2877604166666667,0.32421875,0.02,0.13999999999999999,0.02
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,400,1,0.9877,0.9877,0.8896,0.013521586339716856,0.019948,0.0004,800,3200,15901.249999999998,5332000.416666667,0.3926422904236226,0.4066666666666667,0.46041666666666664,0.51875,0.02,0.13999999999999999,0.02
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,500,1,0.9972,0.9972,0.9283,0.012157818814075069,0.0200256,0.0,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.02,0.13999999999999999,0.02
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,800,1,1.0,1.0,0.9474,0.009642980251772928,0.01999925,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.02,0.13999999999999999,0.02
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,1000,1,1.0,1.0,0.949,0.008616962021542543,0.0199168,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.02,0.13999999999999999,0.02
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,1200,1,1.0,1.0,0.9346,0.007894512844798604,0.02002541666666667,0.0,2400,9600,47703.75,15996001.25,1.177926871270868,1.22,1.38125,1.55625,0.02,0.13999999999999999,0.02
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,23,2,0.0582,0.0582,0.6025,0.03232436655000364,0.019921739130434782,0.3971,92,368,1828.64375,613180.0479166666,0.045153863398716604,0.046766666666666665,0.05294791666666667,0.059656249999999994,0.02,0.09881801455200363,0.03967
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,100,2,0.765,0.765,0.906,0.019006282481959964,0.0202185,0.0156,400,1600,7950.624999999999,2666000.2083333335,0.1963211452118113,0.20333333333333334,0.23020833333333332,0.259375,0.02,0.09881801455200363,0.03967
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,250,2,0.9978,0.9978,0.9299,0.01215596056140699,0.0200166,0.0001,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.02,0.09881801455200363,0.03967
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,400,2,1.0,1.0,0.9468,0.009627445027527264,0.01996125,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.02,0.09881801455200363,0.03967
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,500,2,1.0,1.0,0.9241,0.008654643637625673,0.0201234,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.02,0.09881801455200363,0.03967
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,800,2,1.0,1.0,0.9495,0.006832515286527409,0.0200079375,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.02,0.09881801455200363,0.03967
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,1000,2,1.0,1.0,0.9459,0.006111421590013916,0.019990499999999998,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.02,0.09881801455200363,0.03967
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,1200,2,1.0,1.0,0.9454,0.005587217221178312,0.020040625,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.02,0.09881801455200363,0.03967
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,23,4,0.2559,0.2559,0.8454,0.026785022079942017,0.020130434782608692,0.1529,184,736,3657.2875,1226360.0958333332,0.09030772679743321,0.09353333333333333,0.10589583333333334,0.11931249999999999,0.02,0.06955438519604641,0.0780975
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,100,4,0.9857,0.9857,0.8947,0.013569943240029978,0.0200145,0.0004,800,3200,15901.249999999998,5332000.416666667,0.3926422904236226,0.4066666666666667,0.46041666666666664,0.51875,0.02,0.06955438519604641,0.0780975
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,250,4,1.0,1.0,0.9343,0.008597728902702337,0.0199419,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.02,0.06955438519604641,0.0780975
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,400,4,1.0,1.0,0.9477,0.006811338013495023,0.020006187499999998,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.02,0.06955438519604641,0.0780975
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,500,4,1.0,1.0,0.9474,0.006093037112248361,0.0200037,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.02,0.06955438519604641,0.0780975
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,800,4,1.0,1.0,0.9487,0.004815348699472573,0.019987625,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.02,0.06955438519604641,0.0780975
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,1000,4,1.0,1.0,0.9507,0.004310879326914763,0.02001105,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.02,0.06955438519604641,0.0780975
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,1200,4,1.0,1.0,0.9479,0.003933282596230578,0.019988437499999998,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.02,0.06955438519604641,0.0780975
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,23,6,0.4735,0.4735,0.9344,0.023068861532519178,0.020118840579710143,0.0624,276,1104,5485.93125,1839540.14375,0.1354615901961498,0.14029999999999998,0.15884375,0.17896874999999998,0.02,0.05707207918257597,0.11426166666666666
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,100,6,0.9997,0.9997,0.9482,0.011213248328535931,0.02005233333333333,0.0,1200,4800,23851.875,7998000.625,0.588963435635434,0.61,0.690625,0.778125,0.02,0.05707207918257597,0.11426166666666666
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,250,6,1.0,1.0,0.942,0.007079200635285798,0.01999266666666667,0.0,3000,12000,59629.68749999999,19995001.5625,1.4724085890885847,1.525,1.7265625,1.9453125,0.02,0.05707207918257597,0.11426166666666666
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,400,6,1.0,1.0,0.939,0.005591817104991458,0.01998845833333333,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.02,0.05707207918257597,0.11426166666666666
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,500,6,1.0,1.0,0.9469,0.00500540955695387,0.020018,0.0,6000,24000,119259.37499999999,39990003.125,2.9448171781771695,3.05,3.453125,3.890625,0.02,0.05707207918257597,0.11426166666666666
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,800,6,1.0,1.0,0.9535,0.003954859752545572,0.019984499999999995,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.02,0.05707207918257597,0.11426166666666666
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,1000,6,1.0,1.0,0.9471,0.0035381059230508625,0.019999233333333335,0.0,12000,48000,238518.74999999997,79980006.25,5.889634356354339,6.1,6.90625,7.78125,0.02,0.05707207918257597,0.11426166666666666
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,1200,6,1.0,1.0,0.9451,0.003227755474955533,0.019994180555555557,0.0,14400,57600,286222.5,95976007.5,7.067561227625207,7.32,8.2875,9.3375,0.02,0.05707207918257597,0.11426166666666666
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,23,8,0.6426,0.6426,0.8757,0.020381503421610835,0.019935869565217392,0.0253,368,1472,7314.575,2452720.1916666664,0.18061545359486642,0.18706666666666666,0.21179166666666668,0.23862499999999998,0.02,0.04958578425315061,0.14897833333333335
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,100,8,0.9999,0.9999,0.9225,0.009739270403204103,0.01999475,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.02,0.04958578425315061,0.14897833333333335
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,250,8,1.0,1.0,0.9473,0.006145712081228117,0.01996265,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.02,0.04958578425315061,0.14897833333333335
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,400,8,1.0,1.0,0.9486,0.004857442182135691,0.0199874375,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.02,0.04958578425315061,0.14897833333333335
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,500,8,1.0,1.0,0.9501,0.004352079483472126,0.020045825,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.02,0.04958578425315061,0.14897833333333335
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,800,8,1.0,1.0,0.9473,0.003434943975946324,0.019979874999999998,0.0,12800,51200,254419.99999999997,85312006.66666667,6.282276646777961,6.506666666666667,7.366666666666666,8.3,0.02,0.04958578425315061,0.14897833333333335
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,1000,8,1.0,1.0,0.9461,0.0030735783952704396,0.020002699999999998,0.0,16000,64000,318025.0,106640008.33333333,7.852845808472452,8.133333333333333,9.208333333333334,10.375,0.02,0.04958578425315061,0.14897833333333335
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.02,1200,8,1.0,1.0,0.9489,0.0028055775288942215,0.019984520833333335,0.0,19200,76800,381630.0,127968010.0,9.423414970166943,9.76,11.05,12.45,0.02,0.04958578425315061,0.14897833333333335
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,23,1,0.0353,0.0353,0.5107,0.05226391352721196,0.030617391304347825,0.489,46,184,914.321875,306590.0239583333,0.022576931699358302,0.023383333333333332,0.026473958333333335,0.029828124999999997,0.03,0.1705872210923198,0.03
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,100,1,0.5849,0.5849,0.8044,0.032046046079690645,0.030135000000000002,0.0489,200,800,3975.3124999999995,1333000.1041666667,0.09816057260590565,0.10166666666666667,0.11510416666666666,0.1296875,0.03,0.1705872210923198,0.03
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,250,1,0.9816,0.9816,0.9403,0.02089907520450296,0.0299704,0.0004,500,2000,9938.28125,3332500.2604166665,0.24540143151476412,0.25416666666666665,0.2877604166666667,0.32421875,0.03,0.1705872210923198,0.03
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,400,1,0.9996,0.9996,0.9447,0.016641757922580398,0.030150250000000007,0.0001,800,3200,15901.249999999998,5332000.416666667,0.3926422904236226,0.4066666666666667,0.46041666666666664,0.51875,0.03,0.1705872210923198,0.03
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,500,1,1.0,1.0,0.9262,0.01489192767332932,0.030085,0.0,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.03,0.1705872210923198,0.03
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,800,1,1.0,1.0,0.9353,0.011778923297639621,0.029984875,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.03,0.1705872210923198,0.03
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,1000,1,1.0,1.0,0.9313,0.010555160820997599,0.0300646,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.03,0.1705872210923198,0.03
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,1200,1,1.0,1.0,0.9358,0.00962576765606958,0.029975333333333333,0.0,2400,9600,47703.75,15996001.25,1.177926871270868,1.22,1.38125,1.55625,0.03,0.1705872210923198,0.03
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,23,2,0.1598,0.1598,0.7518,0.04395391079583097,0.030389130434782606,0.2458,92,368,1828.64375,613180.0479166666,0.045153863398716604,0.046766666666666665,0.05294791666666667,0.059656249999999994,0.03,0.12,0.059399999999999994
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,100,2,0.9399,0.9399,0.9362,0.02334359359437867,0.030102499999999997,0.0019,400,1600,7950.624999999999,2666000.2083333335,0.1963211452118113,0.20333333333333334,0.23020833333333332,0.259375,0.03,0.12,0.059399999999999994
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,250,2,1.0,1.0,0.9266,0.014837150031056581,0.030048200000000004,0.0,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.03,0.12,0.059399999999999994
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,400,2,1.0,1.0,0.9377,0.011716570295208523,0.029899625000000003,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.03,0.12,0.059399999999999994
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,500,2,1.0,1.0,0.9384,0.010507217646626927,0.0300255,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.03,0.12,0.059399999999999994
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,800,2,1.0,1.0,0.9449,0.008309865630323487,0.029994000000000007,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.03,0.12,0.059399999999999994
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,1000,2,1.0,1.0,0.9518,0.007432082650578721,0.029991499999999997,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.03,0.12,0.059399999999999994
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,1200,2,1.0,1.0,0.9493,0.006783027887380543,0.029978125,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.03,0.12,0.059399999999999994
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,23,4,0.4825,0.4825,0.9349,0.03449996604483538,0.03020652173913043,0.0601,184,736,3657.2875,1226360.0958333332,0.09030772679743321,0.09353333333333333,0.10589583333333334,0.11931249999999999,0.03,0.08506982426219062,0.11504833333333334
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,100,4,0.9994,0.9994,0.9431,0.01669570505723349,0.0300875,0.0,800,3200,15901.249999999998,5332000.416666667,0.3926422904236226,0.4066666666666667,0.46041666666666664,0.51875,0.03,0.08506982426219062,0.11504833333333334
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,250,4,1.0,1.0,0.9374,0.010556843403974163,0.0300336,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.03,0.08506982426219062,0.11504833333333334
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,400,4,1.0,1.0,0.9407,0.008339521183659972,0.03001425,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.03,0.08506982426219062,0.11504833333333334
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,500,4,1.0,1.0,0.9454,0.007457333900634757,0.02999945,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.03,0.08506982426219062,0.11504833333333334
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,800,4,1.0,1.0,0.9472,0.005899255297775107,0.030048875,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.03,0.08506982426219062,0.11504833333333334
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,1000,4,1.0,1.0,0.9497,0.005273392149363057,0.029975350000000005,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.03,0.08506982426219062,0.11504833333333334
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,1200,4,1.0,1.0,0.9456,0.004813837723133409,0.029996645833333332,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.03,0.08506982426219062,0.11504833333333334
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,23,6,0.7172,0.7172,0.9148,0.02874922319573069,0.029866666666666663,0.017,276,1104,5485.93125,1839540.14375,0.1354615901961498,0.14029999999999998,0.15884375,0.17896874999999998,0.03,0.06962199524735142,0.1671425
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,100,6,1.0,1.0,0.9363,0.013700372743121898,0.030027666666666664,0.0,1200,4800,23851.875,7998000.625,0.588963435635434,0.61,0.690625,0.778125,0.03,0.06962199524735142,0.1671425
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,250,6,1.0,1.0,0.9455,0.008627416215229836,0.029981533333333327,0.0,3000,12000,59629.68749999999,19995001.5625,1.4724085890885847,1.525,1.7265625,1.9453125,0.03,0.06962199524735142,0.1671425
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,400,6,1.0,1.0,0.947,0.0068307724786200825,0.03002049999999999,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.03,0.06962199524735142,0.1671425
REGULAR,PAIRED_COMMON_UNIFORM,0.2,0.03,500,6,1.0,1.0,0.9501,0.006110129407741159,0.03001873333333333,0.0,6000,24000,119259.37499999999,39990003.125,2.9448171781771695,3.05,3.453125,3.890625,0.03,0.06962199524735142,0.1671425
