scenario,seed_regime,discordance,gain,N,R,t_power,signflip_power,t_ci_coverage,mean_half_width,mean_estimate,degenerate_fraction,utility_trajectories_max,full_bank_trajectories,expected_generated_tokens_utility,expected_storage_bytes_utility,observed_rate_hours_utility,frozen_p50_hours_utility,frozen_p80_hours_utility,frozen_p95_hours_utility,realized_mean,realized_sd,nonzero_fraction
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,800,1,0.3766,0.3766,0.9464,0.014784580381921302,0.01001725,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.009999999999999998,0.21381066390617656,0.045814999999999995
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,1000,1,0.4291,0.4291,0.9532,0.013219127239642307,0.0099603,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.009999999999999998,0.21381066390617656,0.045814999999999995
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,1200,1,0.4891,0.4891,0.952,0.0120831283565558,0.009985166666666666,0.0,2400,9600,47703.75,15996001.25,1.177926871270868,1.22,1.38125,1.55625,0.009999999999999998,0.21381066390617656,0.045814999999999995
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,23,2,0.0465,0.0465,0.8665,0.0619110180682826,0.009741304347826087,0.1138,92,368,1828.64375,613180.0479166666,0.045153863398716604,0.046766666666666665,0.05294791666666667,0.059656249999999994,0.01,0.15762296786953353,0.08973
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,100,2,0.1496,0.1496,0.9515,0.030777511571990875,0.0098885,0.0002,400,1600,7950.624999999999,2666000.2083333335,0.1963211452118113,0.20333333333333334,0.23020833333333332,0.259375,0.01,0.15762296786953353,0.08973
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,250,2,0.2507,0.2507,0.9508,0.019507619465773524,0.010037200000000001,0.0,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.01,0.15762296786953353,0.08973
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,400,2,0.3585,0.3585,0.9513,0.01540577858459909,0.01009525,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.01,0.15762296786953353,0.08973
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,500,2,0.4102,0.4102,0.9488,0.013829547255473765,0.0101339,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.01,0.15762296786953353,0.08973
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,800,2,0.5638,0.5638,0.9498,0.010925709650823377,0.0100604375,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.01,0.15762296786953353,0.08973
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,1000,2,0.6434,0.6434,0.9532,0.009762359261795157,0.0099299,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.01,0.15762296786953353,0.08973
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,1200,2,0.7156,0.7156,0.9513,0.00891940220510456,0.010021916666666667,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.01,0.15762296786953353,0.08973
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,23,4,0.0933,0.0933,0.9387,0.04950429942300951,0.010230434782608697,0.0153,184,736,3657.2875,1226360.0958333332,0.09030772679743321,0.09353333333333333,0.10589583333333334,0.11931249999999999,0.010000000000000002,0.12253443393593491,0.16654999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,100,4,0.195,0.195,0.9521,0.024023909976038788,0.0100625,0.0,800,3200,15901.249999999998,5332000.416666667,0.3926422904236226,0.4066666666666667,0.46041666666666664,0.51875,0.010000000000000002,0.12253443393593491,0.16654999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,250,4,0.3578,0.3578,0.9473,0.015159340097684304,0.009953,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.010000000000000002,0.12253443393593491,0.16654999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,400,4,0.4947,0.4947,0.9525,0.011998553645000453,0.009967875,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.010000000000000002,0.12253443393593491,0.16654999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,500,4,0.5713,0.5713,0.9478,0.010724172100999678,0.009968850000000001,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.010000000000000002,0.12253443393593491,0.16654999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,800,4,0.7524,0.7526,0.9511,0.008491137130489587,0.010001625,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.010000000000000002,0.12253443393593491,0.16654999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,1000,4,0.8359,0.8367,0.9541,0.007591884342656874,0.010021500000000001,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.010000000000000002,0.12253443393593491,0.16654999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,1200,4,0.8832,0.8833,0.9478,0.00693031689430245,0.010016083333333333,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.010000000000000002,0.12253443393593491,0.16654999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,23,6,0.1018,0.1018,0.9508,0.043607682185894364,0.009736956521739129,0.0025,276,1104,5485.93125,1839540.14375,0.1354615901961498,0.14029999999999998,0.15884375,0.17896874999999998,0.010000000000000002,0.10646921829545121,0.23339500000000005
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,100,6,0.2281,0.2281,0.9524,0.020811215274799996,0.010083833333333334,0.0,1200,4800,23851.875,7998000.625,0.588963435635434,0.61,0.690625,0.778125,0.010000000000000002,0.10646921829545121,0.23339500000000005
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,250,6,0.4355,0.4355,0.9531,0.013178788656235372,0.009967666666666666,0.0,3000,12000,59629.68749999999,19995001.5625,1.4724085890885847,1.525,1.7265625,1.9453125,0.010000000000000002,0.10646921829545121,0.23339500000000005
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,400,6,0.5958,0.5958,0.9475,0.010423201306746253,0.010027375,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.010000000000000002,0.10646921829545121,0.23339500000000005
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,500,6,0.6798,0.6801,0.952,0.009337428449655783,0.009990033333333332,0.0,6000,24000,119259.37499999999,39990003.125,2.9448171781771695,3.05,3.453125,3.890625,0.010000000000000002,0.10646921829545121,0.23339500000000005
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,800,6,0.8507,0.8507,0.9482,0.007371047798313765,0.010030583333333334,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.010000000000000002,0.10646921829545121,0.23339500000000005
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,1000,6,0.9127,0.9127,0.9491,0.006593548038681447,0.009968316666666666,0.0,12000,48000,238518.74999999997,79980006.25,5.889634356354339,6.1,6.90625,7.78125,0.010000000000000002,0.10646921829545121,0.23339500000000005
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,1200,6,0.9524,0.9524,0.9497,0.006016797561767747,0.010024041666666665,0.0,14400,57600,286222.5,95976007.5,7.067561227625207,7.32,8.2875,9.3375,0.010000000000000002,0.10646921829545121,0.23339500000000005
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,23,8,0.1141,0.1141,0.9536,0.03999968479002689,0.009953804347826088,0.0004,368,1472,7314.575,2452720.1916666664,0.18061545359486642,0.18706666666666666,0.21179166666666668,0.23862499999999998,0.009999999999999998,0.09717333096071165,0.29001
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,100,8,0.2604,0.2604,0.9518,0.019055551076164034,0.010017875,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.009999999999999998,0.09717333096071165,0.29001
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,250,8,0.4868,0.4868,0.95,0.012036981766925555,0.0099145,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.009999999999999998,0.09717333096071165,0.29001
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,400,8,0.6646,0.6649,0.9518,0.00950677558778287,0.0099728125,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.009999999999999998,0.09717333096071165,0.29001
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,500,8,0.7504,0.7505,0.9514,0.008509026876983796,0.009959075,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.009999999999999998,0.09717333096071165,0.29001
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,800,8,0.9056,0.9056,0.9532,0.006733208120873868,0.010050281250000001,0.0,12800,51200,254419.99999999997,85312006.66666667,6.282276646777961,6.506666666666667,7.366666666666666,8.3,0.009999999999999998,0.09717333096071165,0.29001
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,1000,8,0.9478,0.9478,0.9482,0.006020809680610614,0.0099467375,0.0,16000,64000,318025.0,106640008.33333333,7.852845808472452,8.133333333333333,9.208333333333334,10.375,0.009999999999999998,0.09717333096071165,0.29001
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.01,1200,8,0.9737,0.9737,0.949,0.005496103885884713,0.010017895833333334,0.0,19200,76800,381630.0,127968010.0,9.423414970166943,9.76,11.05,12.45,0.009999999999999998,0.09717333096071165,0.29001
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,23,1,0.0313,0.0313,0.6803,0.07643397545053253,0.01952173913043478,0.3165,46,184,914.321875,306590.0239583333,0.022576931699358302,0.023383333333333332,0.026473958333333335,0.029828124999999997,0.019999999999999997,0.22137072977247915,0.049405
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,100,1,0.2131,0.2131,0.9458,0.04285872736419825,0.019944,0.0067,200,800,3975.3124999999995,1333000.1041666667,0.09816057260590565,0.10166666666666667,0.11510416666666666,0.1296875,0.019999999999999997,0.22137072977247915,0.049405
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,250,1,0.4332,0.4332,0.9411,0.02732059494810825,0.020314,0.0,500,2000,9938.28125,3332500.2604166665,0.24540143151476412,0.25416666666666665,0.2877604166666667,0.32421875,0.019999999999999997,0.22137072977247915,0.049405
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,400,1,0.5703,0.5703,0.9546,0.02160809312535009,0.019957,0.0,800,3200,15901.249999999998,5332000.416666667,0.3926422904236226,0.4066666666666667,0.46041666666666664,0.51875,0.019999999999999997,0.22137072977247915,0.049405
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,500,1,0.6527,0.6527,0.9516,0.01938283951437978,0.020019,0.0,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.019999999999999997,0.22137072977247915,0.049405
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,800,1,0.8141,0.8141,0.9481,0.015324243625176587,0.019786,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.019999999999999997,0.22137072977247915,0.049405
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,1000,1,0.8949,0.8949,0.9505,0.013707334403379099,0.0199703,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.019999999999999997,0.22137072977247915,0.049405
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,1200,1,0.9317,0.9317,0.942,0.012496297489017481,0.019975416666666666,0.0,2400,9600,47703.75,15996001.25,1.177926871270868,1.22,1.38125,1.55625,0.019999999999999997,0.22137072977247915,0.049405
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,23,2,0.0881,0.0881,0.8625,0.06418094094311695,0.01975,0.0987,92,368,1828.64375,613180.0479166666,0.045153863398716604,0.046766666666666665,0.05294791666666667,0.059656249999999994,0.02,0.16362304238706724,0.095245
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,100,2,0.3381,0.3381,0.9397,0.03192117451961406,0.020163,0.0002,400,1600,7950.624999999999,2666000.2083333335,0.1963211452118113,0.20333333333333334,0.23020833333333332,0.259375,0.02,0.16362304238706724,0.095245
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,250,2,0.6205,0.6205,0.945,0.020303508638222414,0.0200918,0.0,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.02,0.16362304238706724,0.095245
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,400,2,0.8037,0.8037,0.9474,0.01602991375984405,0.02006625,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.02,0.16362304238706724,0.095245
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,500,2,0.8756,0.8756,0.9544,0.014337640546657766,0.0199853,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.02,0.16362304238706724,0.095245
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,800,2,0.9715,0.9715,0.9499,0.011329578554331896,0.019933125,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.02,0.16362304238706724,0.095245
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,1000,2,0.991,0.991,0.9513,0.010127968907892292,0.02000395,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.02,0.16362304238706724,0.095245
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,1200,2,0.9962,0.9962,0.9478,0.009253921435947273,0.019976333333333336,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.02,0.16362304238706724,0.095245
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,23,4,0.1636,0.1636,0.9376,0.05149093601124514,0.020196739130434783,0.0136,184,736,3657.2875,1226360.0958333332,0.09030772679743321,0.09353333333333333,0.10589583333333334,0.11931249999999999,0.02,0.12683774083450083,0.17528
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,100,4,0.481,0.481,0.9457,0.024774008884476704,0.020111,0.0,800,3200,15901.249999999998,5332000.416666667,0.3926422904236226,0.4066666666666667,0.46041666666666664,0.51875,0.02,0.12683774083450083,0.17528
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,250,4,0.8203,0.8203,0.9481,0.015710919692027054,0.0200873,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.02,0.12683774083450083,0.17528
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,400,4,0.9463,0.9463,0.9472,0.012408615417969652,0.020076062500000002,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.02,0.12683774083450083,0.17528
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,500,4,0.9764,0.9764,0.9486,0.011103657320473552,0.020035200000000003,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.02,0.12683774083450083,0.17528
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,800,4,0.9985,0.9985,0.9473,0.008780905890754212,0.019964125000000003,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.02,0.12683774083450083,0.17528
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,1000,4,0.9999,0.9999,0.9489,0.007857029107061783,0.01998845,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.02,0.12683774083450083,0.17528
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,1200,4,1.0,1.0,0.9515,0.007175628026259486,0.020067916666666668,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.02,0.12683774083450083,0.17528
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,23,6,0.1978,0.1978,0.9447,0.04549383500597606,0.019805072463768114,0.001,276,1104,5485.93125,1839540.14375,0.1354615901961498,0.14029999999999998,0.15884375,0.17896874999999998,0.02,0.11044480773470318,0.24733999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,100,6,0.5819,0.5819,0.9492,0.021581556142909113,0.020005166666666668,0.0,1200,4800,23851.875,7998000.625,0.588963435635434,0.61,0.690625,0.778125,0.02,0.11044480773470318,0.24733999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,250,6,0.9044,0.9044,0.9499,0.01366367945991825,0.02002813333333333,0.0,3000,12000,59629.68749999999,19995001.5625,1.4724085890885847,1.525,1.7265625,1.9453125,0.02,0.11044480773470318,0.24733999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,400,6,0.9825,0.9825,0.9495,0.010814540156293649,0.019961416666666666,0.0,4800,19200,95407.5,31992002.5,2.355853742541736,2.44,2.7625,3.1125,0.02,0.11044480773470318,0.24733999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,500,6,0.9949,0.9949,0.9544,0.009683096042191332,0.0200118,0.0,6000,24000,119259.37499999999,39990003.125,2.9448171781771695,3.05,3.453125,3.890625,0.02,0.11044480773470318,0.24733999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,800,6,0.9998,0.9998,0.9476,0.007650423919739194,0.019981458333333334,0.0,9600,38400,190815.0,63984005.0,4.711707485083472,4.88,5.525,6.225,0.02,0.11044480773470318,0.24733999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,1000,6,1.0,1.0,0.9497,0.006848674403845037,0.020009633333333332,0.0,12000,48000,238518.74999999997,79980006.25,5.889634356354339,6.1,6.90625,7.78125,0.02,0.11044480773470318,0.24733999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,1200,6,1.0,1.0,0.9512,0.006250844740434626,0.020034055555555555,0.0,14400,57600,286222.5,95976007.5,7.067561227625207,7.32,8.2875,9.3375,0.02,0.11044480773470318,0.24733999999999998
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,23,8,0.2361,0.2361,0.9547,0.04181517508285176,0.02032771739130435,0.0,368,1472,7314.575,2452720.1916666664,0.18061545359486642,0.18706666666666666,0.21179166666666668,0.23862499999999998,0.020000000000000004,0.10076814352760499,0.30954000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,100,8,0.6406,0.6406,0.9513,0.019731905368002737,0.019834499999999998,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.020000000000000004,0.10076814352760499,0.30954000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,250,8,0.9443,0.9443,0.9511,0.012470154526722472,0.0200421,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.020000000000000004,0.10076814352760499,0.30954000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,400,8,0.9928,0.9929,0.9499,0.00988195981429295,0.020036281250000003,0.0,6400,25600,127209.99999999999,42656003.333333336,3.1411383233889807,3.2533333333333334,3.683333333333333,4.15,0.020000000000000004,0.10076814352760499,0.30954000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,500,8,0.9981,0.9981,0.9479,0.008829074898460616,0.020021375,0.0,8000,32000,159012.5,53320004.166666664,3.926422904236226,4.066666666666666,4.604166666666667,5.1875,0.020000000000000004,0.10076814352760499,0.30954000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,800,8,1.0,1.0,0.9514,0.0069833256097108975,0.0200496875,0.0,12800,51200,254419.99999999997,85312006.66666667,6.282276646777961,6.506666666666667,7.366666666666666,8.3,0.020000000000000004,0.10076814352760499,0.30954000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,1000,8,1.0,1.0,0.9483,0.006236752153964222,0.019929250000000003,0.0,16000,64000,318025.0,106640008.33333333,7.852845808472452,8.133333333333333,9.208333333333334,10.375,0.020000000000000004,0.10076814352760499,0.30954000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.02,1200,8,1.0,1.0,0.9496,0.005696167598564022,0.01995728125,0.0,19200,76800,381630.0,127968010.0,9.423414970166943,9.76,11.05,12.45,0.020000000000000004,0.10076814352760499,0.30954000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,23,1,0.0565,0.0565,0.713,0.08230130436284157,0.029430434782608695,0.2831,46,184,914.321875,306590.0239583333,0.022576931699358302,0.023383333333333332,0.026473958333333335,0.029828124999999997,0.03,0.23091123835794566,0.054220000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,100,1,0.3489,0.3489,0.9131,0.04471773264030675,0.029742,0.0036,200,800,3975.3124999999995,1333000.1041666667,0.09816057260590565,0.10166666666666667,0.11510416666666666,0.1296875,0.03,0.23091123835794566,0.054220000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,250,1,0.6825,0.6825,0.9457,0.028491406483451567,0.030006,0.0,500,2000,9938.28125,3332500.2604166665,0.24540143151476412,0.25416666666666665,0.2877604166666667,0.32421875,0.03,0.23091123835794566,0.054220000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,400,1,0.8457,0.8457,0.9497,0.022543207840096086,0.030026999999999998,0.0,800,3200,15901.249999999998,5332000.416666667,0.3926422904236226,0.4066666666666667,0.46041666666666664,0.51875,0.03,0.23091123835794566,0.054220000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,500,1,0.911,0.911,0.9503,0.020230279868224562,0.030038800000000004,0.0,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.03,0.23091123835794566,0.054220000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,800,1,0.981,0.981,0.9453,0.01597905334965049,0.029911,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.03,0.23091123835794566,0.054220000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,1000,1,0.9961,0.9961,0.9454,0.01429843013273209,0.029956100000000003,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.03,0.23091123835794566,0.054220000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,1200,1,0.9986,0.9986,0.9511,0.01305727015436371,0.030006416666666667,0.0,2400,9600,47703.75,15996001.25,1.177926871270868,1.22,1.38125,1.55625,0.03,0.23091123835794566,0.054220000000000004
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,23,2,0.149,0.149,0.8406,0.0679240221831513,0.029878260869565212,0.083,92,368,1828.64375,613180.0479166666,0.045153863398716604,0.046766666666666665,0.05294791666666667,0.059656249999999994,0.03,0.17128922908344235,0.10406499999999999
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,100,2,0.5651,0.5651,0.9445,0.033480654900756045,0.030217499999999994,0.0,400,1600,7950.624999999999,2666000.2083333335,0.1963211452118113,0.20333333333333334,0.23020833333333332,0.259375,0.03,0.17128922908344235,0.10406499999999999
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,250,2,0.8905,0.8905,0.9473,0.02122112734669296,0.030056799999999998,0.0,1000,4000,19876.5625,6665000.520833333,0.49080286302952825,0.5083333333333333,0.5755208333333334,0.6484375,0.03,0.17128922908344235,0.10406499999999999
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,400,2,0.9792,0.9792,0.9472,0.016767385450122612,0.03003675,0.0,1600,6400,31802.499999999996,10664000.833333334,0.7852845808472452,0.8133333333333334,0.9208333333333333,1.0375,0.03,0.17128922908344235,0.10406499999999999
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,500,2,0.993,0.993,0.9495,0.015000653787767937,0.030005300000000006,0.0,2000,8000,39753.125,13330001.041666666,0.9816057260590565,1.0166666666666666,1.1510416666666667,1.296875,0.03,0.17128922908344235,0.10406499999999999
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,800,2,0.9998,0.9998,0.9452,0.011859307823731582,0.029952625,0.0,3200,12800,63604.99999999999,21328001.666666668,1.5705691616944903,1.6266666666666667,1.8416666666666666,2.075,0.03,0.17128922908344235,0.10406499999999999
CONSERVATIVE_COMBINED,PAIRED_COMMON_UNIFORM,0.35,0.03,1000,2,1.0,1.0,0.9493,0.010609925313086145,0.030045799999999998,0.0,4000,16000,79506.25,26660002.083333332,1.963211452118113,2.033333333333333,2.3020833333333335,2.59375,0.03,0.17128922908344235,0.10406499999999999
