fixture_id,direction_index,epsilon,jvp_cosine,jvp_norm_relative_error,fisher_relative_error,utility_relative_error,local_kl_relative_error,q_finite,u_finite,local_kl_q
G12_1_FIXTURE_05,1,0.03,0.9999513104414706,0.004748887380660432,0.0010411980171906978,0.0023814212859240634,0.0015297636122740025,3.97162441383372e-06,-0.0035129102945856503,3.973562794640659e-06
G12_1_FIXTURE_05,1,0.1,0.9999967216772522,0.00094477183923309,6.141311050808572e-05,0.0011214619171619651,0.0009873919519571622,3.967737123616899e-06,-0.0035084946857731826,3.963575996382885e-06
G12_1_FIXTURE_06,0,0.0001,0.29921468506281745,2.7476414874337594,18.127959956265812,8.62604455726577,50.11047291393308,4.6306702590807514e-05,0.005446509316264244,0.00012373287448909235
G12_1_FIXTURE_06,0,0.0003,0.5316081152778995,0.7821338147173991,2.832745730118153,1.1410332344869185,7.65690310197315,9.278658938881266e-06,0.00010072571957424922,2.0957417216319215e-05
G12_1_FIXTURE_06,0,0.001,0.8305475171029517,0.18904531836620245,0.49490609968794913,0.12128766276112438,1.4976418755242602,3.61900444781922e-06,-0.0008008219274855974,6.046518278618742e-06
G12_1_FIXTURE_06,0,0.003,0.9744190695714475,0.019576343405514007,0.0764646551771571,0.018513969372807845,0.2555425449099757,2.606003397684657e-06,-0.0007009758164212515,3.0395314163237096e-06
G12_1_FIXTURE_06,0,0.01,0.9955250654165156,0.0004552704478664074,0.01204401379964796,0.17811508017395072,0.045095357617508186,2.4500480585999893e-06,-0.0008414079817676048,2.530061753311789e-06
G12_1_FIXTURE_06,0,0.03,0.99966964701715,0.0004559143031281453,0.002406738399270505,0.06817157582182434,0.008562839814818137,2.426717267090004e-06,-0.000665510430123414,2.4416205164705128e-06
G12_1_FIXTURE_06,0,0.1,0.999973002386944,0.00015782448030012567,0.0011257457521198547,0.020847062027020948,0.0030993576431068088,2.4236161237548945e-06,-0.0007290874046249533,2.4283940226565323e-06
G12_1_FIXTURE_07,1,0.0001,-0.35093429404565474,3.8659723653521745,72.54101921802881,11.084992921471667,239.12375901489847,0.00023392712798497796,0.024448913729596292,0.0007638112974852754
G12_1_FIXTURE_07,1,0.0003,0.6218287315435502,0.9108332198010726,10.70970986058636,2.903229402043806,31.423058588689287,3.724749570172963e-05,0.007896547357329493,0.00010313472748663458
G12_1_FIXTURE_07,1,0.001,0.8690139255554509,0.2759258064566528,2.5710767800159484,0.6482041057344922,5.742109694439492,1.1359262406825331e-05,0.003334449614635091,2.1446022561967178e-05
G12_1_FIXTURE_07,1,0.003,0.9694771576235129,0.07054665957207529,0.4366385765368446,0.4047773407906749,1.1785599583825987,4.569813414814663e-06,0.001204183365225962,6.929796182136383e-06
G12_1_FIXTURE_07,1,0.01,0.9962923804288363,0.05089086419810961,0.07734497610453975,0.10038197428915083,0.24391732223569432,3.4269339586117152e-06,0.002226161333632136,3.95678506683008e-06
G12_1_FIXTURE_07,1,0.03,0.9995475811986387,0.0013804760398697202,0.019554399265591972,0.058856972553657017,0.027169752270876056,3.2431075198666826e-06,0.0021421529116455065,3.2673312480126906e-06
G12_1_FIXTURE_07,1,0.1,0.999945239162885,0.006141879953237749,0.0010205197081203587,0.01522193744629251,0.0008161747098558373,3.184152976383337e-06,0.0019922853120912373,3.178310622622786e-06
G12_1_FIXTURE_08,0,0.0001,0.20812676179038525,5.299682627703811,160.2446678337898,8.224431747301761,570.8367148957619,0.00011384278301636359,0.0038388011340036382,0.00040373107482706105
G12_1_FIXTURE_08,0,0.0003,0.6123541474965092,2.126765559147074,23.45717702790605,14.684860418239023,79.20921985994266,1.726738090000418e-05,0.0065273462484924435,5.662972261408167e-05
G12_1_FIXTURE_08,0,0.001,0.7430239432176713,0.6160602559358905,6.048047895958039,0.13905805351949066,12.209718646814713,4.976098732986119e-06,0.00035828601815254585,9.326392951900159e-06
